"plot";"abbr";"layer";"cov";"comment";"determined";"history"
"Exner2004:12";"abie abie abie";"ml";"+";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:12";"anth vuln slat";"hl";"+";"Anthyllis vulneraria";;
"Exner2004:12";"arte camp";"hl";"1";"Artemisia campestris";;
"Exner2004:12";"aste alpi";"hl";"2";"Aster  alpinus";;
"Exner2004:12";"berb vulg";"hl";"+";"Berberis vulgaris";;
"Exner2004:12";"care cary";"hl";"+";"Carex caryophyllea";;
"Exner2004:12";"dian sylv";"hl";"2";"Dianthus sylvestris";;
"Exner2004:12";"erys sylv";"hl";"1";"Erysimum sylvestre";;
"Exner2004:12";"euph cypa";"hl";"1";"Euphorbia cyparissias";;
"Exner2004:12";"fest stri sulc";"hl";"1";"Festuca  rupicola";;
"Exner2004:12";"gali moll aggr";"hl";"+";"Galium mollugo agg.";;
"Exner2004:12";"gyps repe";"hl";"+";"Gypsophila repens";;
"Exner2004:12";"heli numm slat";"hl";"+";"Helianthemum nummularium agg.";;
"Exner2004:12";"hype macu aggr";"hl";"+";"Hypericum maculatum agg.";;
"Exner2004:12";"juni comm comm";"hl";"+";"Juniperus communis";;
"Exner2004:12";"juni sabi";"hl";"2";"Juniperus sabina";;
"Exner2004:12";"koel pyra pyra";"hl";"2";"Koeleria pyramidata auct.";;
"Exner2004:12";"lotu corn slat";"hl";"+";"Lotus corniculatus agg.";;
"Exner2004:12";"petr saxi";"hl";"+";"Petrorhagia saxifraga";;
"Exner2004:12";"phle phle";"hl";"+";"Phleum phleoides";;
"Exner2004:12";"pimp saxi slat";"hl";"+";"Pimpinella saxifraga agg.";;
"Exner2004:12";"pinu sylv";"hl";"+";"Pinus sylvestris";;
"Exner2004:12";"poa moli";"hl";"+";"Poa molineri";;
"Exner2004:12";"poly odor";"hl";"+";"Polygonatum odoratum";;
"Exner2004:12";"poly vulg";"hl";"+";"Polygala vulgaris";;
"Exner2004:12";"pote pusi";"hl";"+";"Potentilla pusilla";;
"Exner2004:12";"rham cath";"hl";"+";"Rhamnus cathartica";;
"Exner2004:12";"rhin aris aggr";"hl";"+";"Rhinanthus aristatus agg.";;
"Exner2004:12";"rhyt rugo";"ml";"1";"Rhytidium rugosum";;
"Exner2004:12";"scab colu";"hl";"1";"Scabiosa columbaria";;
"Exner2004:12";"sedu annu";"hl";"+";"Sedum annuum";;
"Exner2004:12";"semp arac";"hl";"1";"Sempervivum arachnoideum";;
"Exner2004:12";"sile nuta nuta";"hl";"+";"Silene nutans s. lat.";;
"Exner2004:12";"teuc mont";"hl";"2";"Teucrium montanum";;
"Exner2004:12";"thym pule slat";"hl";"3";"Thymus pulegioides";;
"Exner2004:12";"tort tort";"ml";"1";"Tortella tortuosa";;
"Exner2004:12";"vinc hiru";"hl";"+";"Vincetoxicum hirundinaria";;
"Exner2004:13";"abie abie abie";"ml";"+";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:13";"agro capi";"hl";"1";"Agrostis capillaris";;
"Exner2004:13";"alli lusi";"hl";"+";"Allium senescens";;
"Exner2004:13";"anth odor aggr";"hl";"+";"Anthoxanthum odoratum agg.";;
"Exner2004:13";"anth vuln slat";"hl";"1";"Anthyllis vulneraria";;
"Exner2004:13";"arab hirs aggr";"hl";"+";"Arabis hirsuta agg.";;
"Exner2004:13";"arte camp";"hl";"+";"Artemisia campestris";;
"Exner2004:13";"berb vulg";"hl";"1";"Berberis vulgaris";;
"Exner2004:13";"bisc laev laev";"hl";"+";"Biscutella laevigata";;
"Exner2004:13";"brac pinn aggr";"hl";"1";"Brachypodium pinnatum agg.";;
"Exner2004:13";"briz medi";"hl";"+";"Briza media";;
"Exner2004:13";"cala vari";"hl";"+";"Calamagrostis varia";;
"Exner2004:13";"camp glom";"hl";"+";"Campanula glomerata";;
"Exner2004:13";"camp trac";"hl";"+";"C. trachelium";;
"Exner2004:13";"card defl slat";"hl";"1";"Carduus defloratus agg.";;
"Exner2004:13";"care cary";"hl";"1";"Carex caryophyllea";;
"Exner2004:13";"care orni slat";"hl";"+";"Carex ornithopoda agg.";;
"Exner2004:13";"carl acau slat";"hl";"+";"Carlina acaulis";;
"Exner2004:13";"cent jace slat";"hl";"+";"Centaurea jacea";;
"Exner2004:13";"cera holo";"hl";"+";"Cerastium holosteoides";;
"Exner2004:13";"clem alpi";"hl";"+";"Clematis alpina";;
"Exner2004:13";"clin acin";"hl";"1";"Acinos alpinus";;
"Exner2004:13";"crep alpe";"hl";"+";"Crepis alpestris";;
"Exner2004:13";"cusc epit epit";"hl";"+";"Cuscuta epithymum";;
"Exner2004:13";"dian sylv";"hl";"1";"Dianthus sylvestris";;
"Exner2004:13";"erig alpi";"hl";"+";"Erigeron alpinus";;
"Exner2004:13";"erys sylv";"hl";"+";"Erysimum sylvestre";;
"Exner2004:13";"euph cypa";"hl";"2";"Euphorbia cyparissias";;
"Exner2004:13";"euph offi slat";"hl";"+";"Euphrasia offcinalis";;
"Exner2004:13";"euph sali";"hl";"+";"Euphrasia salisburgensis";;
"Exner2004:13";"fest stri sulc";"hl";"1";"Festuca  rupicola";;
"Exner2004:13";"frax exce";"hl";"+";"Fraxinus excelsior";;
"Exner2004:13";"gali moll aggr";"hl";"+";"Galium mollugo agg.";;
"Exner2004:13";"gali pumi";"hl";"+";"Galium pusillum agg.";;
"Exner2004:13";"gent anis";"hl";"+";"Gentianella anisodonta";;
"Exner2004:13";"glob cord";"hl";"1";"Globularia cordifolia";;
"Exner2004:13";"gyps repe";"hl";"+";"Gypsophila repens";;
"Exner2004:13";"heli numm slat";"hl";"2";"Helianthemum nummularium agg.";;
"Exner2004:13";"hier pilo ella";"hl";"+";"Hieracium pilosella";;
"Exner2004:13";"hype perf";"hl";"+";"Hypericum perforatum";;
"Exner2004:13";"juni comm comm";"hl";"2";"Juniperus communis";;
"Exner2004:13";"juni sabi";"hl";"2";"Juniperus sabina";;
"Exner2004:13";"koel pyra pyra";"hl";"1";"Koeleria pyramidata auct.";;
"Exner2004:13";"lase lati lati";"hl";"+";"Laserpitium  latifolium";;
"Exner2004:13";"leon hisp slat";"hl";"+";"Leontodon hispidus";;
"Exner2004:13";"linu cath";"hl";"1";"Linum catharticum";;
"Exner2004:13";"lotu corn slat";"hl";"+";"Lotus corniculatus agg.";;
"Exner2004:13";"medi lupu";"hl";"+";"Medicago lupulina";;
"Exner2004:13";"onob mont mont";"hl";"+";"Onobrychis montana";;
"Exner2004:13";"orch ustu slat";"hl";"+";"Orchis ustulata";;
"Exner2004:13";"orob cary";"hl";"+";"Orobanche caryophyllacea";;
"Exner2004:13";"parn palu";"hl";"+";"Parnassia palustris";;
"Exner2004:13";"petr saxi";"hl";"+";"Petrorhagia saxifraga";;
"Exner2004:13";"pimp saxi slat";"hl";"1";"Pimpinella saxifraga agg.";;
"Exner2004:13";"plan lanc";"hl";"1";"Plantago lanceolata";;
"Exner2004:13";"plan medi";"hl";"2";"Plantago media";;
"Exner2004:13";"poa moli";"hl";"1";"Poa molineri";;
"Exner2004:13";"poa prat";"hl";"+";"poa prat";;
"Exner2004:13";"pote vern aggr";"hl";"1";"Potentilla verna agg.";;
"Exner2004:13";"raco cane slat";"ml";"+";"Racomitrium canescens";;" | Changed raco cane To raco cane slat 2012-11-12 08:56:31"
"Exner2004:13";"ranu bulb";"hl";"+";"Ranunculus bulbosus";;
"Exner2004:13";"rhin aris aggr";"hl";"2";"Rhinanthus aristatus agg.";;
"Exner2004:13";"rhyt rugo";"ml";"+";"Rhytidium rugosum";;
"Exner2004:13";"rosa vosa aggr";"hl";"+";"Rosa dumalis s. lat.";;
"Exner2004:13";"salv prat prat";"hl";"+";"Salvia pratensis";;
"Exner2004:13";"sang mino slat";"hl";"+";"Sanguisorba minor";;
"Exner2004:13";"saxi pani";"hl";"+";"Saxifraga paniculata";;
"Exner2004:13";"scab colu";"hl";"1";"Scabiosa columbaria";;
"Exner2004:13";"sedu albu";"hl";"+";"Sedum album";;
"Exner2004:13";"sedu sexa";"hl";"+";"Sedum sexangulare";;
"Exner2004:13";"semp arac";"hl";"+";"Sempervivum arachnoideum";;
"Exner2004:13";"sese annu";"hl";"+";"Seseli annuum";;
"Exner2004:13";"sese liba liba";"hl";"+";"Seseli libanotis";;
"Exner2004:13";"sile nuta nuta";"hl";"+";"Silene nutans s. lat.";;
"Exner2004:13";"tara spec ies";"hl";"+";"Taraxacum sp.";;
"Exner2004:13";"teuc mont";"hl";"+";"Teucrium montanum";;
"Exner2004:13";"thal minu slat";"hl";"+";"Thalictrum minus agg.";;
"Exner2004:13";"thes alpi";"hl";"+";"Thesium alpinum";;
"Exner2004:13";"thym prae slat";"hl";"1";"Thymus praecox agg.";;
"Exner2004:13";"tort tort";"ml";"1";"Tortella tortuosa";;
"Exner2004:13";"trif mont mont";"hl";"1";"Trifolium montanum";;
"Exner2004:13";"trif prat prat";"hl";"+";"Trifolium pratense";;
"Exner2004:13";"vale offi slat";"hl";"+";"Valeriana officinalis agg.";;
"Exner2004:13";"verb lych";"hl";"+";"Verbascum lychnitis";;
"Exner2004:13";"vero frut cans";"hl";"+";"Veronica fruticans";;
"Exner2004:13";"vinc hiru";"hl";"+";"Vincetoxicum hirundinaria";;
"Exner2004:13";"viol tric slat";"hl";"+";"Viola tricolor";;
"Exner2004:14";"abie abie abie";"ml";"+";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:14";"alli lusi";"hl";"+";"Allium senescens";;
"Exner2004:14";"anth vuln slat";"hl";"+";"Anthyllis vulneraria";;
"Exner2004:14";"arte camp";"hl";"+";"Artemisia campestris";;
"Exner2004:14";"aste alpi";"hl";"+";"Aster  alpinus";;
"Exner2004:14";"berb vulg";"hl";"+";"Berberis vulgaris";;
"Exner2004:14";"bisc laev laev";"hl";"+";"Biscutella laevigata";;
"Exner2004:14";"brac pinn aggr";"hl";"1";"Brachypodium pinnatum agg.";;
"Exner2004:14";"cala vari";"hl";"+";"Calamagrostis varia";;
"Exner2004:14";"camp spic";"hl";"+";"Campanula spicata";;
"Exner2004:14";"care cary";"hl";"1";"Carex caryophyllea";;
"Exner2004:14";"carl acau slat";"hl";"+";"Carlina acaulis";;
"Exner2004:14";"cent scab slat";"hl";"+";"Centaurea scabiosa";;
"Exner2004:14";"clin acin";"hl";"+";"Acinos alpinus";;
"Exner2004:14";"crep alpe";"hl";"+";"Crepis alpestris";;
"Exner2004:14";"dian sylv";"hl";"1";"Dianthus sylvestris";;
"Exner2004:14";"erys sylv";"hl";"+";"Erysimum sylvestre";;
"Exner2004:14";"euph cypa";"hl";"+";"Euphorbia cyparissias";;
"Exner2004:14";"fest stri sulc";"hl";"1";"Festuca  rupicola";;
"Exner2004:14";"gali moll aggr";"hl";"1";"Galium mollugo agg.";;
"Exner2004:14";"gali pumi";"hl";"+";"Galium pusillum agg.";;
"Exner2004:14";"glob cord";"hl";"2";"Globularia cordifolia";;
"Exner2004:14";"gyps repe";"hl";"+";"Gypsophila repens";;
"Exner2004:14";"heli numm slat";"hl";"2";"Helianthemum nummularium agg.";;
"Exner2004:14";"hier pilo ella";"hl";"+";"Hieracium pilosella";;
"Exner2004:14";"hype perf";"hl";"+";"Hypericum perforatum";;
"Exner2004:14";"jovi glob aren";"hl";"+";"Jovibarba arenaria";;
"Exner2004:14";"juni comm comm";"hl";"2";"Juniperus communis";;
"Exner2004:14";"juni sabi";"hl";"3";"Juniperus sabina";;
"Exner2004:14";"koel pyra pyra";"hl";"2";"Koeleria pyramidata auct.";;
"Exner2004:14";"lari deci deci";"hl";"+";"Larix decidua";;
"Exner2004:14";"linu cath";"hl";"+";"Linum catharticum";;
"Exner2004:14";"lotu corn slat";"hl";"+";"Lotus corniculatus agg.";;
"Exner2004:14";"onob mont mont";"hl";"+";"Onobrychis montana";;
"Exner2004:14";"orob cary";"hl";"+";"Orobanche caryophyllacea";;
"Exner2004:14";"petr saxi";"hl";"+";"Petrorhagia saxifraga";;
"Exner2004:14";"phle phle";"hl";"+";"Phleum phleoides";;
"Exner2004:14";"pimp saxi slat";"hl";"+";"Pimpinella saxifraga agg.";;
"Exner2004:14";"plan atra atra";"hl";"+";"Plantago atrata";;
"Exner2004:14";"plan lanc";"hl";"+";"Plantago lanceolata";;
"Exner2004:14";"plan medi";"hl";"+";"Plantago media";;
"Exner2004:14";"poa moli";"hl";"+";"Poa molineri";;
"Exner2004:14";"poly odor";"hl";"+";"Polygonatum odoratum";;
"Exner2004:14";"pote vern aggr";"hl";"1";"Potentilla verna agg.";;
"Exner2004:14";"rhin aris aggr";"hl";"+";"Rhinanthus aristatus agg.";;
"Exner2004:14";"rhyt rugo";"ml";"2";"Rhytidium rugosum";;
"Exner2004:14";"rosa vosa aggr";"hl";"+";"Rosa dumalis s. lat.";;
"Exner2004:14";"salv prat prat";"hl";"+";"Salvia pratensis";;
"Exner2004:14";"saxi pani";"hl";"+";"Saxifraga paniculata";;
"Exner2004:14";"scab colu";"hl";"+";"Scabiosa columbaria";;
"Exner2004:14";"sedu albu";"hl";"+";"Sedum album";;
"Exner2004:14";"semp arac";"hl";"1";"Sempervivum arachnoideum";;
"Exner2004:14";"sese liba liba";"hl";"1";"Seseli libanotis";;
"Exner2004:14";"sile nuta nuta";"hl";"1";"Silene nutans s. lat.";;
"Exner2004:14";"sile vulg vulg";"hl";"+";"Silene vulgaris";;
"Exner2004:14";"teuc mont";"hl";"1";"Teucrium montanum";;
"Exner2004:14";"thym prae slat";"hl";"+";"Thymus praecox agg.";;
"Exner2004:14";"tort tort";"ml";"+";"Tortella tortuosa";;
"Exner2004:14";"trif medi medi";"hl";"+";"Trifolium medium";;
"Exner2004:14";"trif mont mont";"hl";"+";"Trifolium montanum";;
"Exner2004:14";"trif prat prat";"hl";"+";"Trifolium pratense";;
"Exner2004:14";"verb lych";"hl";"+";"Verbascum lychnitis";;
"Exner2004:14";"vinc hiru";"hl";"+";"Vincetoxicum hirundinaria";;
"Exner2004:14";"viol tric slat";"hl";"+";"Viola tricolor";;
"Exner2004:15";"abie abie abie";"ml";"+";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:15";"achi mill aggr";"hl";"+";"Achillea millefolium agg.";;
"Exner2004:15";"alli lusi";"hl";"+";"Allium senescens";;
"Exner2004:15";"anth vuln slat";"hl";"1";"Anthyllis vulneraria";;
"Exner2004:15";"arab hirs aggr";"hl";"+";"Arabis hirsuta agg.";;
"Exner2004:15";"arrh elat";"hl";"+";"Arrhenatherum elatius";;
"Exner2004:15";"arte camp";"hl";"1";"Artemisia campestris";;
"Exner2004:15";"aste alpi";"hl";"+";"Aster  alpinus";;
"Exner2004:15";"berb vulg";"hl";"+";"Berberis vulgaris";;
"Exner2004:15";"brac pinn aggr";"hl";"+";"Brachypodium pinnatum agg.";;
"Exner2004:15";"cala vari";"hl";"+";"Calamagrostis varia";;
"Exner2004:15";"care cary";"hl";"+";"Carex caryophyllea";;
"Exner2004:15";"carl acau slat";"hl";"+";"Carlina acaulis";;
"Exner2004:15";"cent scab slat";"hl";"+";"Centaurea scabiosa";;
"Exner2004:15";"clin acin";"hl";"1";"Acinos alpinus";;
"Exner2004:15";"cory avel";"hl";"+";"Corylus avellana";;
"Exner2004:15";"cusc epit epit";"hl";"+";"Cuscuta epithymum";;
"Exner2004:15";"dian sylv";"hl";"1";"Dianthus sylvestris";;
"Exner2004:15";"erys sylv";"hl";"1";"Erysimum sylvestre";;
"Exner2004:15";"euph cypa";"hl";"1";"Euphorbia cyparissias";;
"Exner2004:15";"fest stri sulc";"hl";"1";"Festuca  rupicola";;
"Exner2004:15";"gali moll aggr";"hl";"1";"Galium mollugo agg.";;
"Exner2004:15";"glob cord";"hl";"1";"Globularia cordifolia";;
"Exner2004:15";"heli numm slat";"hl";"2";"Helianthemum nummularium agg.";;
"Exner2004:15";"hier pilo ella";"hl";"+";"Hieracium pilosella";;
"Exner2004:15";"jovi glob aren";"hl";"+";"Jovibarba arenaria";;
"Exner2004:15";"juni comm comm";"hl";"1";"Juniperus communis";;
"Exner2004:15";"juni sabi";"hl";"2";"Juniperus sabina";;
"Exner2004:15";"koel pyra pyra";"hl";"2";"Koeleria pyramidata auct.";;
"Exner2004:15";"lari deci deci";"hl";"+";"Larix decidua";;
"Exner2004:15";"leon hisp slat";"hl";"+";"Leontodon hispidus";;
"Exner2004:15";"lotu corn slat";"hl";"1";"Lotus corniculatus agg.";;
"Exner2004:15";"medi lupu";"hl";"+";"Medicago lupulina";;
"Exner2004:15";"onob mont mont";"hl";"+";"Onobrychis montana";;
"Exner2004:15";"orob cary";"hl";"+";"Orobanche caryophyllacea";;
"Exner2004:15";"petr saxi";"hl";"+";"Petrorhagia saxifraga";;
"Exner2004:15";"phle phle";"hl";"+";"Phleum phleoides";;
"Exner2004:15";"pimp saxi slat";"hl";"+";"Pimpinella saxifraga agg.";;
"Exner2004:15";"plan lanc";"hl";"+";"Plantago lanceolata";;
"Exner2004:15";"plan medi";"hl";"+";"Plantago media";;
"Exner2004:15";"poa moli";"hl";"+";"Poa molineri";;
"Exner2004:15";"pote vern aggr";"hl";"2";"Potentilla verna agg.";;
"Exner2004:15";"rhyt rugo";"ml";"1";"Rhytidium rugosum";;
"Exner2004:15";"rosa vosa aggr";"hl";"+";"Rosa dumalis s. lat.";;
"Exner2004:15";"salv prat prat";"hl";"+";"Salvia pratensis";;
"Exner2004:15";"sang mino slat";"hl";"+";"Sanguisorba minor";;
"Exner2004:15";"scab colu";"hl";"1";"Scabiosa columbaria";;
"Exner2004:15";"sedu albu";"hl";"+";"Sedum album";;
"Exner2004:15";"semp arac";"hl";"+";"Sempervivum arachnoideum";;
"Exner2004:15";"sile nuta nuta";"hl";"+";"Silene nutans s. lat.";;
"Exner2004:15";"teuc mont";"hl";"2";"Teucrium montanum";;
"Exner2004:15";"thes alpi";"hl";"+";"Thesium alpinum";;
"Exner2004:15";"thym prae slat";"hl";"2";"Thymus praecox agg.";;
"Exner2004:15";"tort tort";"ml";"+";"Tortella tortuosa";;
"Exner2004:15";"trif mont mont";"hl";"+";"Trifolium montanum";;
"Exner2004:15";"trif prat prat";"hl";"+";"Trifolium pratense";;
"Exner2004:15";"trif repe repe";"hl";"+";"Trifolium repens";;
"Exner2004:15";"verb lych";"hl";"+";"Verbascum lychnitis";;
"Exner2004:16";"abie abie abie";"ml";"1";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:16";"agro capi";"hl";"1";"Agrostis capillaris";;
"Exner2004:16";"alli lusi";"hl";"+";"Allium senescens";;
"Exner2004:16";"anth vuln slat";"hl";"1";"Anthyllis vulneraria";;
"Exner2004:16";"arab hirs aggr";"hl";"+";"Arabis hirsuta agg.";;
"Exner2004:16";"aren serp";"hl";"+";"Arenaria serpyllifolia agg.";;
"Exner2004:16";"aspl ruta";"hl";"+";"Asplenium ruta-muraria";;
"Exner2004:16";"homa pube pube";"hl";"+";"Avenula pubescens";;
"Exner2004:16";"berb vulg";"hl";"+";"Berberis vulgaris";;
"Exner2004:16";"brac pinn aggr";"hl";"+";"Brachypodium pinnatum agg.";;
"Exner2004:16";"briz medi";"hl";"+";"Briza media";;
"Exner2004:16";"cala vari";"hl";"+";"Calamagrostis varia";;
"Exner2004:16";"care cary";"hl";"+";"Carex caryophyllea";;
"Exner2004:16";"carl acau slat";"hl";"+";"Carlina acaulis";;
"Exner2004:16";"cera holo";"hl";"+";"Cerastium holosteoides";;
"Exner2004:16";"clin acin";"hl";"1";"Acinos alpinus";;
"Exner2004:16";"dact glom glom";"hl";"+";"Dactylis glomerata agg., most liklely D. glomerat subsp. glomerata";;
"Exner2004:16";"dian sylv";"hl";"1";"Dianthus sylvestris";;
"Exner2004:16";"erig alpi";"hl";"+";"Erigeron alpinus";;
"Exner2004:16";"erys sylv";"hl";"+";"Erysimum sylvestre";;
"Exner2004:16";"euph cypa";"hl";"1";"Euphorbia cyparissias";;
"Exner2004:16";"euph offi slat";"hl";"+";"Euphrasia offcinalis";;
"Exner2004:16";"fest stri sulc";"hl";"1";"Festuca  rupicola";;
"Exner2004:16";"gali moll aggr";"hl";"1";"Galium mollugo agg.";;
"Exner2004:16";"glob cord";"hl";"+";"Globularia cordifolia";;
"Exner2004:16";"heli numm slat";"hl";"2";"Helianthemum nummularium agg.";;
"Exner2004:16";"jovi glob aren";"hl";"+";"Jovibarba arenaria";;
"Exner2004:16";"juni comm comm";"hl";"1";"Juniperus communis";;
"Exner2004:16";"juni sabi";"hl";"2";"Juniperus sabina";;
"Exner2004:16";"koel pyra pyra";"hl";"2";"Koeleria pyramidata auct.";;
"Exner2004:16";"lari deci deci";"hl";"+";"Larix decidua";;
"Exner2004:16";"lath prat prat";"hl";"+";"Lathyrus pratensis";;
"Exner2004:16";"leon hisp slat";"hl";"+";"Leontodon hispidus";;
"Exner2004:16";"linu cath";"hl";"+";"Linum catharticum";;
"Exner2004:16";"orob cary";"hl";"+";"Orobanche caryophyllacea";;
"Exner2004:16";"petr saxi";"hl";"+";"Petrorhagia saxifraga";;
"Exner2004:16";"phle phle";"hl";"+";"Phleum phleoides";;
"Exner2004:16";"pice abie";"hl";"+";"Picea abies";;
"Exner2004:16";"pimp saxi slat";"hl";"+";"Pimpinella saxifraga agg.";;
"Exner2004:16";"plan lanc";"hl";"+";"Plantago lanceolata";;
"Exner2004:16";"poa moli";"hl";"1";"Poa molineri";;
"Exner2004:16";"poly vulg";"hl";"+";"Polygala vulgaris";;
"Exner2004:16";"pote vern aggr";"hl";"2";"Potentilla verna agg.";;
"Exner2004:16";"ranu bulb";"hl";"+";"Ranunculus bulbosus";;
"Exner2004:16";"rham cath";"hl";"+";"Rhamnus cathartica";;
"Exner2004:16";"rhin aris aggr";"hl";"2";"Rhinanthus aristatus agg.";;
"Exner2004:16";"rhyt rugo";"ml";"+";"Rhytidium rugosum";;
"Exner2004:16";"rosa vosa aggr";"hl";"+";"Rosa dumalis s. lat.";;
"Exner2004:16";"sang mino slat";"hl";"+";"Sanguisorba minor";;
"Exner2004:16";"saxi pani";"hl";"+";"Saxifraga paniculata";;
"Exner2004:16";"scab colu";"hl";"1";"Scabiosa columbaria";;
"Exner2004:16";"sedu albu";"hl";"+";"Sedum album";;
"Exner2004:16";"sedu sexa";"hl";"+";"Sedum sexangulare";;
"Exner2004:16";"semp arac";"hl";"+";"Sempervivum arachnoideum";;
"Exner2004:16";"sese annu";"hl";"+";"Seseli annuum";;
"Exner2004:16";"sese liba liba";"hl";"+";"Seseli libanotis";;
"Exner2004:16";"sesl caer";"hl";"+";"Sesleria albicans";;
"Exner2004:16";"sile nuta nuta";"hl";"+";"Silene nutans s. lat.";;
"Exner2004:16";"teuc mont";"hl";"1";"Teucrium montanum";;
"Exner2004:16";"thal minu slat";"hl";"+";"Thalictrum minus agg.";;
"Exner2004:16";"thym prae slat";"hl";"1";"Thymus praecox agg.";;
"Exner2004:16";"tort tort";"ml";"2";"Tortella tortuosa";;
"Exner2004:16";"trif mont mont";"hl";"+";"Trifolium montanum";;
"Exner2004:16";"trif prat prat";"hl";"+";"Trifolium pratense";;
"Exner2004:16";"vale trip";"hl";"+";"V. tripteris";;
"Exner2004:16";"viol tric slat";"hl";"+";"Viola tricolor";;
"Exner2004:17";"abie abie abie";"ml";"+";"Abietinella abietina";;" | Changed abie abie To abie abie abie 2012-11-12 08:56:31"
"Exner2004:17";"alli lusi";"hl";"+";"Allium senescens";;
"Exner2004:17";"anth vuln slat";"hl";"1";"Anthyllis vulneraria";;
"Exner2004:17";"arab hirs aggr";"hl";"+";"Arabis hirsuta agg.";;
"Exner2004:17";"arte camp";"hl";"+";"Artemisia campestris";;
"Exner2004:17";"aste alpi";"hl";"+";"Aster  alpinus";;
"Exner2004:17";"berb vulg";"hl";"+";"Berberis vulgaris";;
"Exner2004:17";"bisc laev laev";"hl";"+";"Biscutella laevigata";;
"Exner2004:17";"brac pinn aggr";"hl";"1";"Brachypodium pinnatum agg.";;
"Exner2004:17";"cala vari";"hl";"2";"Calamagrostis varia";;
"Exner2004:17";"camp coch";"hl";"1";"Campanula cochleariifolia";;
"Exner2004:17";"card defl slat";"hl";"+";"Carduus defloratus agg.";;
"Exner2004:17";"care alba";"hl";"1";"Carex alba";;
"Exner2004:17";"care cary";"hl";"+";"Carex caryophyllea";;
"Exner2004:17";"care orni slat";"hl";"+";"Carex ornithopoda agg.";;
"Exner2004:17";"carl acau slat";"hl";"+";"Carlina acaulis";;
"Exner2004:17";"clin acin";"hl";"+";"Acinos alpinus";;
"Exner2004:17";"crep alpe";"hl";"+";"Crepis alpestris";;
"Exner2004:17";"dact glom glom";"hl";"+";"Dactylis glomerata agg., most liklely D. glomerat subsp. glomerata";;
"Exner2004:17";"dian sylv";"hl";"2";"Dianthus sylvestris";;
"Exner2004:17";"erys sylv";"hl";"+";"Erysimum sylvestre";;
"Exner2004:17";"euph cypa";"hl";"1";"Euphorbia cyparissias";;
"Exner2004:17";"euph sali";"hl";"+";"Euphrasia salisburgensis";;
"Exner2004:17";"fest stri sulc";"hl";"1";"Festuca  rupicola";;
"Exner2004:17";"frag vesc";"hl";"+";"Fragaria vesca";;
"Exner2004:17";"gali moll aggr";"hl";"+";"Galium mollugo agg.";;
"Exner2004:17";"gali pumi";"hl";"+";"Galium pusillum agg.";;
"Exner2004:17";"glob cord";"hl";"2";"Globularia cordifolia";;
"Exner2004:17";"gyps repe";"hl";"2";"Gypsophila repens";;
"Exner2004:17";"heli numm slat";"hl";"2";"Helianthemum nummularium agg.";;
"Exner2004:17";"hier pilo ella";"hl";"+";"Hieracium pilosella";;
"Exner2004:17";"juni comm comm";"hl";"2";"Juniperus communis";;
"Exner2004:17";"juni sabi";"hl";"2";"Juniperus sabina";;
"Exner2004:17";"koel pyra pyra";"hl";"2";"Koeleria pyramidata auct.";;
"Exner2004:17";"lari deci deci";"hl";"1";"Larix decidua";;
"Exner2004:17";"leon hisp slat";"hl";"+";"Leontodon hispidus";;
"Exner2004:17";"linu cath";"hl";"+";"Linum catharticum";;
"Exner2004:17";"lotu corn slat";"hl";"1";"Lotus corniculatus agg.";;
"Exner2004:17";"oxyt camp slat";"hl";"+";"Oxytropis campestris";;
"Exner2004:17";"pimp saxi slat";"hl";"+";"Pimpinella saxifraga agg.";;
"Exner2004:17";"plan lanc";"hl";"+";"Plantago lanceolata";;
"Exner2004:17";"plan medi";"hl";"+";"Plantago media";;
"Exner2004:17";"poa moli";"hl";"+";"Poa molineri";;
"Exner2004:17";"poly vulg";"hl";"+";"Polygala vulgaris";;
"Exner2004:17";"pote vern aggr";"hl";"1";"Potentilla verna agg.";;
"Exner2004:17";"rhin aris aggr";"hl";"+";"Rhinanthus aristatus agg.";;
"Exner2004:17";"rhyt rugo";"ml";"1";"Rhytidium rugosum";;
"Exner2004:17";"rosa vosa aggr";"hl";"+";"Rosa dumalis s. lat.";;
"Exner2004:17";"salv prat prat";"hl";"+";"Salvia pratensis";;
"Exner2004:17";"sang mino slat";"hl";"+";"Sanguisorba minor";;
"Exner2004:17";"scab colu";"hl";"+";"Scabiosa columbaria";;
"Exner2004:17";"sedu sexa";"hl";"+";"Sedum sexangulare";;
"Exner2004:17";"sile nuta nuta";"hl";"+";"Silene nutans s. lat.";;
"Exner2004:17";"teuc mont";"hl";"1";"Teucrium montanum";;
"Exner2004:17";"thes alpi";"hl";"+";"Thesium alpinum";;
"Exner2004:17";"thym prae slat";"hl";"1";"Thymus praecox agg.";;
"Exner2004:17";"tort tort";"ml";"1";"Tortella tortuosa";;
"Exner2004:17";"trif mont mont";"hl";"+";"Trifolium montanum";;
