"plot";"variable";"value"
"Exner2004:08";"location";"Lungau, Maierhof, Felsen oberhalb Maierhof"
"Exner2004:09";"location";"Lungau, E of Muhr, Trockenfelsen beim Zeppergraben ca 2 km östl. Muhr"
"Exner2004:10";"location";"Ost-Tirol, Virgental, Hinterbichl"
"Exner2004:11";"location";"Ost-Tirol, Virgental, near Bichl W of Prägraten"
"Exner2004:12";"location";"Ost-Tirol, Virgental, road Obermauer-Bojobach"
"Exner2004:13";"location";"Ost-Tirol, Virgental, Obermauern, Steinige steile, verbuschte Heide oberhalb Obermauern"
"Exner2004:14";"location";"Ost-Tirol, Virgental, Budam, Felsiger Steilhang unterhalb Budam"
"Exner2004:15";"location";"Ost-Tirol, Virgental, Obermauern-Bojobach, Felsiger Steilhang am Weg Obermauern-Bobojach, östlich des Wegkreuzes"
"Exner2004:16";"location";"Ost-Tirol, Virgental, Obermauern; Flachgründiger Trockenhang bei der Burg Obermauern"
"Exner2004:17";"location";"Ost-Tirol, Virgental, Obermauern, Treppiger Felsen an der Nilbachbrücke oberhalb Obermauern"
"Exner2004:18";"location";"Ost-Tirol, Virgental, Wallhorn, Steiler Felshang unterhalb Wallhorn"
"Exner2004:19";"location";"Ost-Tirol, Virgental, Hinterbichl, Felsige Partie oberhalb felsiger Trockenrasen beim Wiesenkreuz oberhalb Hinterbichl"
"Exner2004:20";"location";"Ost-Tirol, Virgental, Wallhorn, Verbuschte Weide bei Wallhorn"
"Exner2004:01";"longitude";"13,498475"
"Exner2004:02";"longitude";"13,515123"
"Exner2004:03";"longitude";"13,467066"
"Exner2004:04";"longitude";"13,466055"
"Exner2004:05";"longitude";"13,547685"
"Exner2004:06";"longitude";"13,495880"
"Exner2004:07";"longitude";"13,553206"
"Exner2004:08";"longitude";"13,532499"
"Exner2004:09";"longitude";"13,524581"
"Exner2004:10";"longitude";"12,340434"
"Exner2004:11";"longitude";"12,356865"
"Exner2004:12";"longitude";"12,424437"
"Exner2004:13";"longitude";"12,439241"
"Exner2004:14";"longitude";"12,428507"
"Exner2004:15";"longitude";"12,423923"
"Exner2004:16";"longitude";"12,434089"
"Exner2004:17";"longitude";"12,437346"
"Exner2004:18";"longitude";"12,404584"
"Exner2004:19";"longitude";"12,335408"
"Exner2004:20";"longitude";"12,404777"
"Exner2004:01";"plsx";"8"
"Exner2004:02";"plsx";"9"
"Exner2004:03";"plsx";"10"
"Exner2004:04";"plsx";"9"
"Exner2004:05";"plsx";"7"
"Exner2004:06";"plsx";"9"
"Exner2004:07";"plsx";"10"
"Exner2004:08";"plsx";"5"
"Exner2004:09";"plsx";"0"
"Exner2004:10";"plsx";"0"
"Exner2004:11";"plsx";"0"
"Exner2004:12";"plsx";"0"
"Exner2004:13";"plsx";"0"
"Exner2004:14";"plsx";"0"
"Exner2004:15";"plsx";"0"
"Exner2004:16";"plsx";"0"
"Exner2004:17";"plsx";"0"
"Exner2004:18";"plsx";"0"
"Exner2004:19";"plsx";"0"
"Exner2004:20";"plsx";"0"
"Exner2004:01";"plsy";"10"
"Exner2004:02";"plsy";"10"
"Exner2004:03";"plsy";"10"
"Exner2004:04";"plsy";"10"
"Exner2004:05";"plsy";"10"
"Exner2004:06";"plsy";"10"
"Exner2004:07";"plsy";"10"
"Exner2004:08";"plsy";"10"
"Exner2004:09";"plsy";"0"
"Exner2004:10";"plsy";"0"
"Exner2004:11";"plsy";"0"
"Exner2004:12";"plsy";"0"
"Exner2004:13";"plsy";"0"
"Exner2004:14";"plsy";"0"
"Exner2004:15";"plsy";"0"
"Exner2004:16";"plsy";"0"
"Exner2004:17";"plsy";"0"
"Exner2004:18";"plsy";"0"
"Exner2004:19";"plsy";"0"
"Exner2004:20";"plsy";"0"
"Exner2004:01";"precision.horizontal";"200"
"Exner2004:02";"precision.horizontal";"200"
"Exner2004:03";"precision.horizontal";"200"
"Exner2004:04";"precision.horizontal";"200"
"Exner2004:05";"precision.horizontal";"200"
"Exner2004:06";"precision.horizontal";"200"
"Exner2004:07";"precision.horizontal";"200"
"Exner2004:08";"precision.horizontal";"200"
"Exner2004:09";"precision.horizontal";"200"
"Exner2004:10";"precision.horizontal";"200"
"Exner2004:11";"precision.horizontal";"200"
"Exner2004:12";"precision.horizontal";"200"
"Exner2004:13";"precision.horizontal";"200"
"Exner2004:14";"precision.horizontal";"200"
"Exner2004:15";"precision.horizontal";"200"
"Exner2004:16";"precision.horizontal";"200"
"Exner2004:17";"precision.horizontal";"200"
"Exner2004:18";"precision.horizontal";"200"
"Exner2004:19";"precision.horizontal";"200"
"Exner2004:20";"precision.horizontal";"200"
"Exner2004:01";"precision.vertical";"20"
"Exner2004:02";"precision.vertical";"20"
"Exner2004:03";"precision.vertical";"20"
"Exner2004:04";"precision.vertical";"20"
"Exner2004:05";"precision.vertical";"20"
"Exner2004:06";"precision.vertical";"20"
"Exner2004:07";"precision.vertical";"20"
"Exner2004:08";"precision.vertical";"20"
"Exner2004:09";"precision.vertical";"20"
"Exner2004:10";"precision.vertical";"20"
"Exner2004:11";"precision.vertical";"20"
"Exner2004:12";"precision.vertical";"20"
"Exner2004:13";"precision.vertical";"20"
"Exner2004:14";"precision.vertical";"200"
"Exner2004:15";"precision.vertical";"20"
"Exner2004:16";"precision.vertical";"20"
"Exner2004:17";"precision.vertical";"20"
"Exner2004:18";"precision.vertical";"20"
"Exner2004:19";"precision.vertical";"20"
"Exner2004:20";"precision.vertical";"20"
"Exner2004:01";"slope";"45"
"Exner2004:02";"slope";"60"
"Exner2004:03";"slope";"55"
"Exner2004:04";"slope";"60"
"Exner2004:05";"slope";"75"
"Exner2004:06";"slope";"30"
"Exner2004:07";"slope";"40"
"Exner2004:08";"slope";"60"
"Exner2004:09";"slope";"12"
"Exner2004:10";"slope";"50"
"Exner2004:11";"slope";"40"
"Exner2004:12";"slope";"45"
"Exner2004:13";"slope";"35"
"Exner2004:14";"slope";"40"
"Exner2004:15";"slope";"40"
"Exner2004:16";"slope";"30"
"Exner2004:17";"slope";"45"
"Exner2004:18";"slope";"40"
"Exner2004:19";"slope";"40"
"Exner2004:20";"slope";"30"
"Morton1947:1158a";"cov";"10"
"Morton1947:1158a";"tcov1";"0"
"Morton1947:1158a";"scov";"5"
"Morton1947:1158a";"hcov";"10"
"Morton1947:1158a";"mcov";"1"
"Morton1947:1158a";"htl1";"0"
"Morton1947:1158a";"htl2";"0"
"Morton1947:1158a";"hsl";"1"
"Morton1947:1158a";"hhl1";"0"
"Morton1947:1158a";"hhl2";"0"
"Morton1947:1158a";"plsx";"20"
"Morton1947:1158a";"plsy";"20"
"Morton1947:1158a";"expo";"S"
"Morton1947:1158a";"slope";"35"
"Morton1947:1158a";"rock";"0"
"Morton1947:1158a";"stones";"0"
"Morton1947:1158a";"bare";"0"
"Morton1947:1158a";"soil";
"Morton1947:1158a";"date";"15.07.1947"
"Morton1947:1158a";"altitude";"730"
"Morton1947:1158a";"precision.vertical";"50"
"Morton1947:1158a";"precision.horizontal";"200"
"Morton1947:1158a";"longitude";"13,908850"
"Morton1947:1158a";"latitude";"47,643642"
"Morton1947:1158a";"comment";"Nr. 1158a"
"Morton1947:1158a";"location";"Gößler Wand (Gösslwand), Wand oberhalb Blockhalde"
"Morton1947:1159";"cov";"10"
"Morton1947:1159";"tcov1";"0"
"Morton1947:1159";"scov";"0"
"Morton1947:1159";"hcov";"10"
"Morton1947:1159";"mcov";"1"
"Morton1947:1159";"htl1";"0"
"Morton1947:1159";"htl2";"0"
"Morton1947:1159";"hsl";"0"
"Morton1947:1159";"hhl1";"0"
"Morton1947:1159";"hhl2";"0"
"Morton1947:1159";"plsx";"20"
"Morton1947:1159";"plsy";"20"
"Morton1947:1159";"expo";"S"
"Morton1947:1159";"slope";"20"
"Morton1947:1159";"rock";"0"
"Morton1947:1159";"stones";"0"
"Morton1947:1159";"bare";"0"
"Morton1947:1159";"soil";
"Morton1947:1159";"date";"15.07.1947"
"Morton1947:1159";"altitude";"720"
"Morton1947:1159";"precision.vertical";"50"
"Morton1947:1159";"precision.horizontal";"200"
"Morton1947:1159";"longitude";"13,908981"
"Morton1947:1159";"latitude";"47,643390"
"Morton1947:1159";"comment";"Nr. 1159"
"Morton1947:1159";"location";"Schutthalde am Fuße der Gößler Wand (Gösslwand)"
"Morton1947:1170a";"cov";"10"
"Morton1947:1170a";"tcov1";"0"
"Morton1947:1170a";"scov";"0"
"Morton1947:1170a";"hcov";"10"
"Morton1947:1170a";"mcov";"1"
"Morton1947:1170a";"htl1";"0"
"Morton1947:1170a";"htl2";"0"
"Morton1947:1170a";"hsl";"0"
"Morton1947:1170a";"hhl1";"0"
"Morton1947:1170a";"hhl2";"0"
"Morton1947:1170a";"plsx";"20"
"Morton1947:1170a";"plsy";"20"
"Morton1947:1170a";"expo";"S"
"Morton1947:1170a";"slope";"85"
"Morton1947:1170a";"rock";"0"
"Morton1947:1170a";"stones";"0"
"Morton1947:1170a";"bare";"0"
"Morton1947:1170a";"soil";
"Morton1947:1170a";"date";"09.08.1947"
"Morton1947:1170a";"altitude";"1150"
"Morton1947:1170a";"precision.vertical";"50"
"Morton1947:1170a";"precision.horizontal";"200"
"Morton1947:1170a";"longitude";"13,625504"
"Morton1947:1170a";"latitude";"47,659161"
"Morton1947:1170a";"comment";"Nr. 1170a"
"Morton1947:1170a";"location";"Ewige Wand bei Anzenau"
"Morton1947:453";"cov";"10"
"Morton1947:453";"tcov1";"5"
"Morton1947:453";"scov";"5"
"Morton1947:453";"hcov";"10"
"Morton1947:453";"mcov";"1"
"Morton1947:453";"htl1";"8"
"Morton1947:453";"htl2";"0"
"Morton1947:453";"hsl";"1,5"
"Morton1947:453";"hhl1";"0"
"Morton1947:453";"hhl2";"0"
"Morton1947:453";"plsx";"20"
"Morton1947:453";"plsy";"20"
"Morton1947:453";"expo";"S"
"Morton1947:453";"slope";"35"
"Morton1947:453";"rock";"0"
"Morton1947:453";"stones";"0"
"Morton1947:453";"bare";"0"
"Morton1947:453";"soil";
"Morton1947:453";"date";"18.08.1939"
"Morton1947:453";"altitude";"720"
"Morton1947:453";"precision.vertical";"50"
"Morton1947:453";"precision.horizontal";"200"
"Morton1947:453";"longitude";"14,063700"
"Morton1947:453";"latitude";"47,528700"
"Morton1947:453";"comment";"Nr. 453"
"Morton1947:453";"location";"Schutthang mit Felsbänken zwischen Bahnhaltestelle Pürgg und dem Orte (Burgstall)"
"Morton1947:453a";"cov";"10"
"Morton1947:453a";"tcov1";"0"
"Morton1947:453a";"scov";"0"
"Morton1947:453a";"hcov";"10"
"Morton1947:453a";"mcov";"1"
"Morton1947:453a";"htl1";"0"
"Morton1947:453a";"htl2";"0"
"Morton1947:453a";"hsl";"0"
"Morton1947:453a";"hhl1";"0"
"Morton1947:453a";"hhl2";"0"
"Morton1947:453a";"plsx";"20"
"Morton1947:453a";"plsy";"20"
"Morton1947:453a";"expo";"S"
"Morton1947:453a";"slope";"75"
"Morton1947:453a";"rock";"0"
"Morton1947:453a";"stones";"0"
"Morton1947:453a";"bare";"0"
"Morton1947:453a";"soil";
"Morton1947:453a";"date";"18.08.1939"
"Morton1947:453a";"altitude";"720"
"Morton1947:453a";"precision.vertical";"50"
"Morton1947:453a";"precision.horizontal";"200"
"Morton1947:453a";"longitude";"14,064400"
"Morton1947:453a";"latitude";"47,528900"
"Morton1947:453a";"comment";"Nr. 453a"
"Morton1947:453a";"location";"stark geneigte Platten zwischen Bahnhaltestelle Pürgg und dem Orte (Burgstall)"
"Morton1947:456";"cov";"10"
"Morton1947:456";"tcov1";"0"
"Morton1947:456";"scov";"5"
"Morton1947:456";"hcov";"10"
"Morton1947:456";"mcov";"1"
"Morton1947:456";"htl1";"0"
"Morton1947:456";"htl2";"0"
"Morton1947:456";"hsl";"2,5"
"Morton1947:456";"hhl1";"0"
"Morton1947:456";"hhl2";"0"
"Morton1947:456";"plsx";"20"
"Morton1947:456";"plsy";"20"
"Morton1947:456";"expo";"S"
"Morton1947:456";"slope";"15"
"Morton1947:456";"rock";"0"
"Morton1947:456";"stones";"0"
"Morton1947:456";"bare";"0"
"Morton1947:456";"soil";
"Morton1947:456";"date";"18.08.1939"
"Morton1947:456";"altitude";"710"
"Morton1947:456";"precision.vertical";"50"
"Morton1947:456";"precision.horizontal";"200"
"Morton1947:456";"longitude";"14,052000"
"Morton1947:456";"latitude";"47,528600"
"Morton1947:456";"comment";"Nr. 456"
"Morton1947:456";"location";"Schutthalde bei Untergrimming"
"Morton1950:10/49";"cov";"10"
"Morton1950:10/49";"tcov1";"0"
"Morton1950:10/49";"scov";"0"
"Morton1950:10/49";"hcov";"10"
"Morton1950:10/49";"mcov";"0"
"Morton1950:10/49";"htl1";"0"
"Morton1950:10/49";"htl2";"0"
"Morton1950:10/49";"hsl";"0"
"Morton1950:10/49";"hhl1";"0"
"Morton1950:10/49";"hhl2";"0"
"Morton1950:10/49";"plsx";"20"
"Morton1950:10/49";"plsy";"20"
"Morton1950:10/49";"expo";"S"
"Morton1950:10/49";"slope";"85"
"Morton1950:10/49";"rock";"0"
"Morton1950:10/49";"stones";"0"
"Morton1950:10/49";"bare";"0"
"Morton1950:10/49";"soil";
"Morton1950:10/49";"date";"12.10.1949"
"Morton1950:10/49";"altitude";"1260"
"Morton1950:10/49";"precision.vertical";"50"
"Morton1950:10/49";"precision.horizontal";"200"
"Morton1950:10/49";"longitude";"13,668150"
"Morton1950:10/49";"latitude";"47,664540"
"Morton1950:10/49";"comment";"J. Pilz"
"Morton1950:10/49";"location";"Zwerchwand"
"Morton1950:1322";"cov";"10"
"Morton1950:1322";"tcov1";"0"
"Morton1950:1322";"scov";"0"
"Morton1950:1322";"hcov";"10"
"Morton1950:1322";"mcov";"0"
"Morton1950:1322";"htl1";"10"
"Morton1950:1322";"htl2";"0"
"Morton1950:1322";"hsl";"0"
"Morton1950:1322";"hhl1";"0"
"Morton1950:1322";"hhl2";"0"
"Morton1950:1322";"plsx";"20"
"Morton1950:1322";"plsy";"20"
"Morton1950:1322";"expo";"S"
"Morton1950:1322";"slope";"30"
"Morton1950:1322";"rock";"0"
"Morton1950:1322";"stones";"0"
"Morton1950:1322";"bare";"0"
"Morton1950:1322";"soil";
"Morton1950:1322";"date";"08.08.1949"
"Morton1950:1322";"altitude";"1100"
"Morton1950:1322";"precision.vertical";"50"
"Morton1950:1322";"precision.horizontal";"200"
"Morton1950:1322";"longitude";"13,952251"
"Morton1950:1322";"latitude";"47,494291"
"Morton1950:1322";"comment";"Nr. 1322"
"Morton1950:1322";"location";"südexponierte Felsen östlich der Salza Talsperre"
"Morton1950:1323";"cov";"10"
"Morton1950:1323";"tcov1";"0"
"Morton1950:1323";"scov";"0"
"Morton1950:1323";"hcov";"10"
"Morton1950:1323";"mcov";"1"
"Morton1950:1323";"htl1";"0"
"Morton1950:1323";"htl2";"0"
"Morton1950:1323";"hsl";"0"
"Morton1950:1323";"hhl1";"0"
"Morton1950:1323";"hhl2";"0"
"Morton1950:1323";"plsx";"20"
"Morton1950:1323";"plsy";"20"
"Morton1950:1323";"expo";"S"
"Morton1950:1323";"slope";"15"
"Morton1950:1323";"rock";"0"
"Morton1950:1323";"stones";"0"
"Morton1950:1323";"bare";"0"
"Morton1950:1323";"soil";
"Morton1950:1323";"date";"22.08.1949"
"Morton1950:1323";"altitude";"820"
"Morton1950:1323";"precision.vertical";"50"
"Morton1950:1323";"precision.horizontal";"200"
"Morton1950:1323";"longitude";"14,057188"
"Morton1950:1323";"latitude";"47,528300"
"Morton1950:1323";"comment";"Nr. 1323"
"Morton1950:1323";"location";"Höhenweg von Pürgg nach Stainach. Bei der Wegkapelle links  hinauf zum kleinen Felskogel.Geneigtesplateau unter diesem"
"Morton1950:1324";"cov";"10"
"Morton1950:1324";"tcov1";"0"
"Morton1950:1324";"scov";"0"
"Morton1950:1324";"hcov";"10"
"Morton1950:1324";"mcov";"1"
"Morton1950:1324";"htl1";"0"
"Morton1950:1324";"htl2";"0"
"Morton1950:1324";"hsl";"0"
"Morton1950:1324";"hhl1";"0"
"Morton1950:1324";"hhl2";"0"
"Morton1950:1324";"plsx";"20"
"Morton1950:1324";"plsy";"20"
"Morton1950:1324";"expo";"S"
"Morton1950:1324";"slope";"0"
"Morton1950:1324";"rock";"0"
"Morton1950:1324";"stones";"0"
"Morton1950:1324";"bare";"0"
"Morton1950:1324";"soil";
"Morton1950:1324";"date";"22.08.1949"
"Morton1950:1324";"altitude";"840"
"Morton1950:1324";"precision.vertical";"50"
"Morton1950:1324";"precision.horizontal";"200"
"Morton1950:1324";"longitude";"14,057189"
"Morton1950:1324";"latitude";"47,528390"
"Morton1950:1324";"comment";"Nr. 1324"
"Morton1950:1324";"location";"Bei der Wegkapelle links hinauf zum kleinen Felskogel (Burgstall)"
"Morton1950:1327";"cov";"10"
"Morton1950:1327";"tcov1";"0"
"Morton1950:1327";"scov";"0"
"Morton1950:1327";"hcov";"10"
"Morton1950:1327";"mcov";"1"
"Morton1950:1327";"htl1";"0"
"Morton1950:1327";"htl2";"0"
"Morton1950:1327";"hsl";"0"
"Morton1950:1327";"hhl1";"0"
"Morton1950:1327";"hhl2";"0"
"Morton1950:1327";"plsx";"20"
"Morton1950:1327";"plsy";"20"
"Morton1950:1327";"expo";"S"
"Morton1950:1327";"slope";"80"
"Morton1950:1327";"rock";"0"
"Morton1950:1327";"stones";"0"
"Morton1950:1327";"bare";"0"
"Morton1950:1327";"soil";
"Morton1950:1327";"date";"22.08.1949"
"Morton1950:1327";"altitude";"1000"
"Morton1950:1327";"precision.vertical";"50"
"Morton1950:1327";"precision.horizontal";"200"
"Morton1950:1327";"longitude";"14,056369"
"Morton1950:1327";"latitude";"47,527721"
"Morton1950:1327";"comment";"Nr. 1327"
"Morton1950:1327";"location";"Felshang ober Pürgg in Richtung Stainach"
"Morton1950:1328";"cov";"10"
"Morton1950:1328";"tcov1";"0"
"Morton1950:1328";"scov";"5"
"Morton1950:1328";"hcov";"10"
"Morton1950:1328";"mcov";"0"
"Morton1950:1328";"htl1";"0"
"Morton1950:1328";"htl2";"0"
"Morton1950:1328";"hsl";"6"
"Morton1950:1328";"hhl1";"0"
"Morton1950:1328";"hhl2";"0"
"Morton1950:1328";"plsx";"20"
"Morton1950:1328";"plsy";"20"
"Morton1950:1328";"expo";"S"
"Morton1950:1328";"slope";"75"
"Morton1950:1328";"rock";"0"
"Morton1950:1328";"stones";"0"
"Morton1950:1328";"bare";"0"
"Morton1950:1328";"soil";
"Morton1950:1328";"date";"22.08.1949"
"Morton1950:1328";"altitude";"840"
"Morton1950:1328";"precision.vertical";"50"
"Morton1950:1328";"precision.horizontal";"200"
"Morton1950:1328";"longitude";"14,057188"
"Morton1950:1328";"latitude";"47,528300"
"Morton1950:1328";"comment";"Nr. 1328"
"Morton1950:1328";"location";"Südabfall des Burgstalls bei Pürgg"
"Morton1950:1330";"cov";"10"
"Morton1950:1330";"tcov1";"0"
"Morton1950:1330";"scov";"0"
"Morton1950:1330";"hcov";"10"
"Morton1950:1330";"mcov";"1"
"Morton1950:1330";"htl1";"0"
"Morton1950:1330";"htl2";"0"
"Morton1950:1330";"hsl";"0"
"Morton1950:1330";"hhl1";"0"
"Morton1950:1330";"hhl2";"0"
"Morton1950:1330";"plsx";"20"
"Morton1950:1330";"plsy";"20"
"Morton1950:1330";"expo";"S"
"Morton1950:1330";"slope";"65"
"Morton1950:1330";"rock";"0"
"Morton1950:1330";"stones";"0"
"Morton1950:1330";"bare";"0"
"Morton1950:1330";"soil";
"Morton1950:1330";"date";"27.08.1949"
"Morton1950:1330";"altitude";"1360"
"Morton1950:1330";"precision.vertical";"50"
"Morton1950:1330";"precision.horizontal";"200"
"Morton1950:1330";"longitude";"13,698820"
"Morton1950:1330";"latitude";"47,648370"
"Morton1950:1330";"comment";"Nr. 1330"
"Morton1950:1330";"location";"Leislingwand"
"Morton1950:1344";"cov";"10"
"Morton1950:1344";"tcov1";"0"
"Morton1950:1344";"scov";"10"
"Morton1950:1344";"hcov";"10"
"Morton1950:1344";"mcov";"1"
"Morton1950:1344";"htl1";"0"
"Morton1950:1344";"htl2";"0"
"Morton1950:1344";"hsl";"2"
"Morton1950:1344";"hhl1";"0"
"Morton1950:1344";"hhl2";"0"
"Morton1950:1344";"plsx";"20"
"Morton1950:1344";"plsy";"20"
"Morton1950:1344";"expo";"S"
"Morton1950:1344";"slope";"80"
"Morton1950:1344";"rock";"0"
"Morton1950:1344";"stones";"0"
"Morton1950:1344";"bare";"0"
"Morton1950:1344";"soil";
"Morton1950:1344";"date";"05.09.1949"
"Morton1950:1344";"altitude";"1100"
"Morton1950:1344";"precision.vertical";"50"
"Morton1950:1344";"precision.horizontal";"200"
"Morton1950:1344";"longitude";"14,065879"
"Morton1950:1344";"latitude";"47,538026"
"Morton1950:1344";"comment";"Nr. 1344"
"Morton1950:1344";"location";"Südwand des Brandanger Kogels"
"Morton1950:1344a";"cov";"10"
"Morton1950:1344a";"tcov1";"0"
"Morton1950:1344a";"scov";"5"
"Morton1950:1344a";"hcov";"10"
"Morton1950:1344a";"mcov";"0"
"Morton1950:1344a";"htl1";"0"
"Morton1950:1344a";"htl2";"0"
"Morton1950:1344a";"hsl";"4"
"Morton1950:1344a";"hhl1";"0"
"Morton1950:1344a";"hhl2";"0"
"Morton1950:1344a";"plsx";"20"
"Morton1950:1344a";"plsy";"20"
"Morton1950:1344a";"expo";"S"
"Morton1950:1344a";"slope";"50"
"Morton1950:1344a";"rock";"0"
"Morton1950:1344a";"stones";"0"
"Morton1950:1344a";"bare";"0"
"Morton1950:1344a";"soil";
"Morton1950:1344a";"date";"22.09.1949"
"Morton1950:1344a";"altitude";"1100"
"Morton1950:1344a";"precision.vertical";"50"
"Morton1950:1344a";"precision.horizontal";"200"
"Morton1950:1344a";"longitude";"14,065930"
"Morton1950:1344a";"latitude";"47,537963"
"Morton1950:1344a";"comment";"Nr. 1344a"
"Morton1950:1344a";"location";"Fuß der Südwand des Brandanger Kogels"
"Morton1950:1345";"cov";"10"
"Morton1950:1345";"tcov1";"0"
"Morton1950:1345";"scov";"5"
"Morton1950:1345";"hcov";"10"
"Morton1950:1345";"mcov";"0"
"Morton1950:1345";"htl1";"0"
"Morton1950:1345";"htl2";"0"
"Morton1950:1345";"hsl";"0"
"Morton1950:1345";"hhl1";"0"
"Morton1950:1345";"hhl2";"0"
"Morton1950:1345";"plsx";"20"
"Morton1950:1345";"plsy";"20"
"Morton1950:1345";"expo";"S"
"Morton1950:1345";"slope";"25"
"Morton1950:1345";"rock";"0"
"Morton1950:1345";"stones";"0"
"Morton1950:1345";"bare";"0"
"Morton1950:1345";"soil";
"Morton1950:1345";"date";"22.09.1949"
"Morton1950:1345";"altitude";"1100"
"Morton1950:1345";"precision.vertical";"50"
"Morton1950:1345";"precision.horizontal";"200"
"Morton1950:1345";"longitude";"14,064903"
"Morton1950:1345";"latitude";"47,538608"
"Morton1950:1345";"comment";"Nr. 1345"
"Morton1950:1345";"location";"Rote Wand nordwestlich Südwand des Brandanger Kogels"
"Morton1950:2/49";"cov";"10"
"Morton1950:2/49";"tcov1";"0"
"Morton1950:2/49";"scov";"0"
"Morton1950:2/49";"hcov";"10"
"Morton1950:2/49";"mcov";"0"
"Morton1950:2/49";"htl1";"0"
"Morton1950:2/49";"htl2";"0"
"Morton1950:2/49";"hsl";"0"
"Morton1950:2/49";"hhl1";"0"
"Morton1950:2/49";"hhl2";"0"
"Morton1950:2/49";"plsx";"20"
"Morton1950:2/49";"plsy";"20"
"Morton1950:2/49";"expo";"SW"
"Morton1950:2/49";"slope";"70"
"Morton1950:2/49";"rock";"0"
"Morton1950:2/49";"stones";"0"
"Morton1950:2/49";"bare";"0"
"Morton1950:2/49";"soil";
"Morton1950:2/49";"date";"17.06.1949"
"Morton1950:2/49";"altitude";"1400"
"Morton1950:2/49";"precision.vertical";"50"
"Morton1950:2/49";"precision.horizontal";"200"
"Morton1950:2/49";"longitude";"13,744310"
"Morton1950:2/49";"latitude";"47,562230"
"Morton1950:2/49";"comment";"Nr. I (J. Pilz)"
"Morton1950:2/49";"location";"Südwestabfall des Rubenkogels"
"Morton1950:5/56";"cov";"10"
"Morton1950:5/56";"tcov1";"0"
"Morton1950:5/56";"scov";"0"
"Morton1950:5/56";"hcov";"10"
"Morton1950:5/56";"mcov";"1"
"Morton1950:5/56";"htl1";"0"
"Morton1950:5/56";"htl2";"0"
"Morton1950:5/56";"hsl";"0"
"Morton1950:5/56";"hhl1";"0"
"Morton1950:5/56";"hhl2";"0"
"Morton1950:5/56";"plsx";"20"
"Morton1950:5/56";"plsy";"20"
"Morton1950:5/56";"expo";"SW"
"Morton1950:5/56";"slope";"80"
"Morton1950:5/56";"rock";"0"
"Morton1950:5/56";"stones";"0"
"Morton1950:5/56";"bare";"0"
"Morton1950:5/56";"soil";
"Morton1950:5/56";"date";"03.07.1949"
"Morton1950:5/56";"altitude";"1350"
"Morton1950:5/56";"precision.vertical";"50"
"Morton1950:5/56";"precision.horizontal";"200"
"Morton1950:5/56";"longitude";"13,704590"
"Morton1950:5/56";"latitude";"47,673920"
"Morton1950:5/56";"comment";"Nr. I (J. Pilz)"
"Morton1950:5/56";"location";"Höherstein, Südwestwand"
"Morton1950:6/46";"cov";"10"
"Morton1950:6/46";"tcov1";"0"
"Morton1950:6/46";"scov";"0"
"Morton1950:6/46";"hcov";"10"
"Morton1950:6/46";"mcov";"0"
"Morton1950:6/46";"htl1";"0"
"Morton1950:6/46";"htl2";"0"
"Morton1950:6/46";"hsl";"0"
"Morton1950:6/46";"hhl1";"0"
"Morton1950:6/46";"hhl2";"0"
"Morton1950:6/46";"plsx";"20"
"Morton1950:6/46";"plsy";"20"
"Morton1950:6/46";"expo";"S"
"Morton1950:6/46";"slope";"65"
"Morton1950:6/46";"rock";"0"
"Morton1950:6/46";"stones";"0"
"Morton1950:6/46";"bare";"0"
"Morton1950:6/46";"soil";
"Morton1950:6/46";"date";"03.07.1949"
"Morton1950:6/46";"altitude";"1350"
"Morton1950:6/46";"precision.vertical";"50"
"Morton1950:6/46";"precision.horizontal";"200"
"Morton1950:6/46";"longitude";"13,706340"
"Morton1950:6/46";"latitude";"47,674050"
"Morton1950:6/46";"comment";"Nr. II (J. Pilz)"
"Morton1950:6/46";"location";"Höherstein, Abfall unter der Quote 1377"
"Morton1950:9/49";"cov";"10"
"Morton1950:9/49";"tcov1";"0"
"Morton1950:9/49";"scov";"0"
"Morton1950:9/49";"hcov";"10"
"Morton1950:9/49";"mcov";"1"
"Morton1950:9/49";"htl1";"0"
"Morton1950:9/49";"htl2";"0"
"Morton1950:9/49";"hsl";"0"
"Morton1950:9/49";"hhl1";"0"
"Morton1950:9/49";"hhl2";"0"
"Morton1950:9/49";"plsx";"20"
"Morton1950:9/49";"plsy";"20"
"Morton1950:9/49";"expo";"S"
"Morton1950:9/49";"slope";"75"
"Morton1950:9/49";"rock";"0"
"Morton1950:9/49";"stones";"0"
"Morton1950:9/49";"bare";"0"
"Morton1950:9/49";"soil";
"Morton1950:9/49";"date";"12.10.1949"
"Morton1950:9/49";"altitude";"1310"
"Morton1950:9/49";"precision.vertical";"50"
"Morton1950:9/49";"precision.horizontal";"200"
"Morton1950:9/49";"longitude";"13,531960"
"Morton1950:9/49";"latitude";"47,605050"
"Morton1950:9/49";"comment";"J. Pilz"
"Morton1950:9/49";"location";"Südabfall des Rosenkogel"
